Scientific.Name,sub-order,Family,DescriptionYear,MaxSVL_mm,MaxAvgBroodSize,Diet,ReproductMode,substrate,TreeImputed,Missing_MaxSVL,Missing_MaxAvgBroodSize,Missing_Diet,Missing_ReproductMode,Missing_substrate
Trachydactylus spatalurus,Sauria,Gekkonidae,1901,70,,Carnivorous,Oviparous,Terrestrial,,0,1,0,0,0
Trigonodactylus arabicus,Sauria,Gekkonidae,1957,421,1,Carnivorous,Oviparous,Terrestrial,,0,0,0,0,0
Trigonodactylus pulcher,Sauria,Gekkonidae,1896,50,,Carnivorous,,Terrestrial,,0,1,0,1,0
Trigonodactylus sharqiyahensis,Sauria,Gekkonidae,2013,35,1,Carnivorous,Oviparous,Terrestrial,,0,0,0,0,0
Tropiocolotes algericus,Sauria,Gekkonidae,1947,37,1,Carnivorous,Oviparous,Saxicolous&Terrestrial,0,0,0,0,0,0
Tropiocolotes bisharicus,Sauria,Gekkonidae,2001,31,,Carnivorous,,Saxicolous&Terrestrial,1,0,1,0,1,0
Tropiocolotes nattereri,Sauria,Gekkonidae,1901,30,1,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Tropiocolotes naybandensis,Sauria,Gekkonidae,2013,324,,Carnivorous,,Terrestrial,1,0,1,0,1,0
Tropiocolotes nubicus,Sauria,Gekkonidae,1999,305,1,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Tropiocolotes scorteccii,Sauria,Gekkonidae,1963,31,1,Carnivorous,Oviparous,Terrestrial,,0,0,0,0,0
Tropiocolotes somalicus,Sauria,Gekkonidae,1942,28,,,Oviparous,Terrestrial,0,0,1,1,0,0
Tropiocolotes steudneri,Sauria,Gekkonidae,1869,3.27e+16,1,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Tropiocolotes tripolitanus,Sauria,Gekkonidae,1880,37,1,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Tropiocolotes wolfgangboehmei,Sauria,Gekkonidae,2010,294,,,,Terrestrial,1,0,1,1,1,0
Tukutuku rakiurae,Sauria,Diplodactylidae,1981,71,,Omnivorous,Viviparous,Arboreal&Terrestrial,0,0,1,0,0,0
Underwoodisaurus milii,Sauria,Carphodactylidae,1823,110,2,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Underwoodisaurus seorsus,Sauria,Carphodactylidae,2011,103,2,,Oviparous,Saxicolous&Terrestrial,1,0,0,1,0,0
Urocotyledon inexpectata,Sauria,Gekkonidae,1893,465,2,Carnivorous,Oviparous,Arboreal&Terrestrial,0,0,0,0,0,0
Urocotyledon palmata,Sauria,Gekkonidae,1902,58,,Carnivorous,,Arboreal,1,0,1,0,1,0
Urocotyledon rasmusseni,Sauria,Gekkonidae,2006,419,,,Oviparous,Arboreal,1,0,1,1,0,0
Urocotyledon weileri,Sauria,Gekkonidae,1909,45,,,,Arboreal,1,0,1,1,1,0
Urocotyledon wolterstorffi,Sauria,Gekkonidae,1900,495,2,Carnivorous,Oviparous,Arboreal,1,0,0,0,0,0
Uroplatus alluaudi,Sauria,Gekkonidae,1894,793,,Carnivorous,Oviparous,Arboreal,0,0,1,0,0,0
Uroplatus ebenaui,Sauria,Gekkonidae,1879,707,,Carnivorous,Oviparous,Arboreal,0,0,1,0,0,0
Uroplatus fimbriatus,Sauria,Gekkonidae,1797,195,,Carnivorous,Oviparous,Arboreal,0,0,1,0,0,0
Uroplatus finiavana,Sauria,Gekkonidae,2011,652,,Carnivorous,,Arboreal,0,0,1,0,1,0
Uroplatus giganteus,Sauria,Gekkonidae,2006,200,,Carnivorous,Oviparous,Arboreal,0,0,1,0,0,0
Uroplatus guentheri,Sauria,Gekkonidae,1908,90,,Carnivorous,Oviparous,Arboreal,0,0,1,0,0,0
Uroplatus henkeli,Sauria,Gekkonidae,1990,186,,Carnivorous,Oviparous,Arboreal,0,0,1,0,0,0
Uroplatus lineatus,Sauria,Gekkonidae,1836,170,2,Carnivorous,Oviparous,Arboreal,0,0,0,0,0,0
Uroplatus malahelo,Sauria,Gekkonidae,1994,79,,Carnivorous,Oviparous,Arboreal,0,0,1,0,0,0
Uroplatus malama,Sauria,Gekkonidae,1995,78,,Carnivorous,Oviparous,Arboreal,0,0,1,0,0,0
Uroplatus phantasticus,Sauria,Gekkonidae,1888,861,2,Carnivorous,Oviparous,Arboreal,0,0,0,0,0,0
Uroplatus pietschmanni,Sauria,Gekkonidae,2004,81,2,Carnivorous,Oviparous,Arboreal,0,0,0,0,0,0
Uroplatus sameiti,Sauria,Gekkonidae,1990,1157,,Carnivorous,,Arboreal,0,0,1,0,1,0
Uroplatus sikorae,Sauria,Gekkonidae,1913,123,,Carnivorous,Oviparous,Arboreal,0,0,1,0,0,0
Uvidicolus sphyrurus,Sauria,Carphodactylidae,1892,75,2,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Woodworthia brunnea,Sauria,Diplodactylidae,1869,80,,Omnivorous,Viviparous,Arboreal&Saxicolous,,0,1,0,0,0
Woodworthia chrysosiretica,Sauria,Diplodactylidae,1980,80,2,Carnivorous,Viviparous,Arboreal&Terrestrial,,0,0,0,0,0
Woodworthia maculata,Sauria,Diplodactylidae,1845,89,2,Omnivorous,Viviparous,Arboreal&Saxicolous&Terrestrial,,0,0,0,0,0
Acanthodactylus aegyptius,Sauria,Lacertidae,2007,52,1.3,Carnivorous,Oviparous,Terrestrial,1,0,0,0,0,0
Acanthodactylus ahmaddisii,Sauria,Lacertidae,2004,785,,,,,1,0,1,1,1,1
Acanthodactylus arabicus,Sauria,Lacertidae,1918,77,,,,,1,0,1,1,1,1
Acanthodactylus aureus,Sauria,Lacertidae,1903,7.04e+16,,Carnivorous,,Terrestrial,0,0,1,0,1,0
Acanthodactylus bedriagai,Sauria,Lacertidae,1881,77,,Carnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Acanthodactylus beershebensis,Sauria,Lacertidae,1999,90,5,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Acanthodactylus blanci,Sauria,Lacertidae,1901,95,,Carnivorous,,Terrestrial,0,0,1,0,1,0
Acanthodactylus blanfordii,Sauria,Lacertidae,1918,75,,Carnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Acanthodactylus boskianus,Sauria,Lacertidae,1802,95,6,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Acanthodactylus boueti,Sauria,Lacertidae,1917,63,,,,Terrestrial,1,0,1,1,1,0
Acanthodactylus busacki,Sauria,Lacertidae,1982,7.36e+16,,Carnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Acanthodactylus cantoris,Sauria,Lacertidae,1864,94,,Carnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Acanthodactylus dumerilii,Sauria,Lacertidae,1829,68,1.5,Carnivorous,Oviparous,Terrestrial,1,0,0,0,0,0
Acanthodactylus erythrurus,Sauria,Lacertidae,1833,84,4.4,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Acanthodactylus felicis,Sauria,Lacertidae,1980,65,,Carnivorous,,Terrestrial,0,0,1,0,1,0
Acanthodactylus gongrorhynchatus,Sauria,Lacertidae,1967,65,,Carnivorous,,Terrestrial,0,0,1,0,1,0
Acanthodactylus grandis,Sauria,Lacertidae,1909,103,,Carnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Acanthodactylus guineensis,Sauria,Lacertidae,1887,60,,Carnivorous,,Terrestrial,1,0,1,0,1,0
Acanthodactylus haasi,Sauria,Lacertidae,1967,65,,Carnivorous,,Arboreal&Terrestrial,1,0,1,0,1,0
Acanthodactylus hardyi,Sauria,Lacertidae,1957,604,,Carnivorous,,Terrestrial,1,0,1,0,1,0
Acanthodactylus harranensis,Sauria,Lacertidae,2005,97,,,,Terrestrial,1,0,1,1,1,0
Acanthodactylus khamirensis,Sauria,Lacertidae,2013,484,,Carnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Acanthodactylus longipes,Sauria,Lacertidae,1918,65,,Carnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Acanthodactylus maculatus,Sauria,Lacertidae,1838,62,3.67,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Acanthodactylus masirae,Sauria,Lacertidae,1980,52,,Carnivorous,,Terrestrial,0,0,1,0,1,0
Acanthodactylus micropholis,Sauria,Lacertidae,1874,65,,Carnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Acanthodactylus nilsoni,Sauria,Lacertidae,1998,745,,Carnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Acanthodactylus opheodurus,Sauria,Lacertidae,1980,622,4,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Acanthodactylus orientalis,Sauria,Lacertidae,1936,75,,Carnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Acanthodactylus pardalis,Sauria,Lacertidae,1823,77,4.8,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Acanthodactylus robustus,Sauria,Lacertidae,1929,772,,Carnivorous,Oviparous,Terrestrial,1,0,1,0,0,0
Acanthodactylus savignyi,Sauria,Lacertidae,1827,75,,,Oviparous,Terrestrial,1,0,1,1,0,0
Acanthodactylus schmidti,Sauria,Lacertidae,1957,105,3,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Acanthodactylus schreiberi,Sauria,Lacertidae,1878,93,3,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Acanthodactylus scutellatus,Sauria,Lacertidae,1827,85,3.3,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Acanthodactylus spinicauda,Sauria,Lacertidae,1901,56,,,Oviparous,Terrestrial,1,0,1,1,0,0
Acanthodactylus taghitensis,Sauria,Lacertidae,1995,55,,,,Terrestrial,1,0,1,1,1,0
Acanthodactylus tilburyi,Sauria,Lacertidae,1986,65,,Carnivorous,,Terrestrial,1,0,1,0,1,0
Acanthodactylus tristrami,Sauria,Lacertidae,1864,95,4,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Acanthodactylus yemenicus,Sauria,Lacertidae,1982,555,,,,,1,0,1,1,1,1
Acratosaura mentalis,Sauria,Gymnophthalmidae,1933,59,1.6,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Acratosaura spinosa,Sauria,Gymnophthalmidae,2009,53,,Carnivorous,,Terrestrial,1,0,1,0,1,0
Adercosaurus vixadnexus,Sauria,Gymnophthalmidae,2001,55,,,,,1,0,1,1,1,1
Adolfus africanus,Sauria,Lacertidae,1906,67,,Carnivorous,Oviparous,Arboreal&Terrestrial,0,0,1,0,0,0
Adolfus alleni,Sauria,Lacertidae,1914,70,,Carnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Adolfus jacksoni,Sauria,Lacertidae,1899,90,,Carnivorous,Oviparous,Arboreal&Saxicolous&Terrestrial,0,0,1,0,0,0
Adolfus masavaensis,Sauria,Lacertidae,2014,555,,Carnivorous,,Terrestrial,1,0,1,0,1,0
Alexandresaurus camacan,Sauria,Gymnophthalmidae,2007,70,,,,Terrestrial,0,0,1,1,1,0
Algyroides fitzingeri,Sauria,Lacertidae,1834,45,,Carnivorous,Oviparous,Saxicolous&Terrestrial,0,0,1,0,0,0
Algyroides hidalgoi,Sauria,Lacertidae,1958,53,3,Carnivorous,Oviparous,Terrestrial,,0,0,0,0,0
Algyroides moreoticus,Sauria,Lacertidae,1833,503,3.3,Carnivorous,Oviparous,Saxicolous&Terrestrial,0,0,0,0,0,0
Algyroides nigropunctatus,Sauria,Lacertidae,1839,70,4,Carnivorous,Oviparous,Arboreal&Saxicolous&Terrestrial,0,0,0,0,0,0
Alopoglossus angulatus,Sauria,Alopoglossidae,1758,64,2,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Alopoglossus atriventris,Sauria,Alopoglossidae,1973,55,2,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Alopoglossus bicolor,Sauria,Alopoglossidae,1916,63,2,Carnivorous,Oviparous,Cryptic&Terrestrial,,0,0,0,0,0
Alopoglossus bilineatus,Sauria,Alopoglossidae,1890,55,,,,,,0,1,1,1,1
Alopoglossus brevifrontalis,Sauria,Alopoglossidae,1912,68,2,Carnivorous,Oviparous,Terrestrial,,0,0,0,0,0
Alopoglossus buckleyi,Sauria,Alopoglossidae,1881,623,,,Oviparous,Terrestrial,0,0,1,1,0,0
Alopoglossus copii,Sauria,Alopoglossidae,1885,80,2,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Alopoglossus danieli,Sauria,Alopoglossidae,1994,57,,,,,,0,1,1,1,1
Alopoglossus eurylepis,Sauria,Alopoglossidae,1985,41,,,,Terrestrial,,0,1,1,1,0
Alopoglossus festae,Sauria,Alopoglossidae,1896,57,2,,Oviparous,Terrestrial,0,0,0,1,0,0
Alopoglossus gorgonae,Sauria,Alopoglossidae,1994,78,,,,Terrestrial,,0,1,1,1,0
Alopoglossus grandisquamatus,Sauria,Alopoglossidae,1985,46,,,,Terrestrial,,0,1,1,1,0
Alopoglossus harrisi,Sauria,Alopoglossidae,1904,645,,Carnivorous,,Terrestrial,,0,1,0,1,0
Alopoglossus kugleri,Sauria,Alopoglossidae,1927,57,,,,,,0,1,1,1,1
Alopoglossus lehmanni,Sauria,Alopoglossidae,1984,3.33e+16,,,,Terrestrial,1,0,1,1,1,0
Alopoglossus myersi,Sauria,Alopoglossidae,1994,52,,,,Terrestrial,,0,1,1,1,0
Alopoglossus plicatus,Sauria,Alopoglossidae,1949,66,2,Carnivorous,Oviparous,Terrestrial,,0,0,0,0,0
Alopoglossus romaleos,Sauria,Alopoglossidae,1994,54,,,,Terrestrial,,0,1,1,1,0
Alopoglossus stenolepis,Sauria,Alopoglossidae,1908,60,,,Oviparous,Terrestrial,,0,1,1,0,0
Alopoglossus vallensis,Sauria,Alopoglossidae,1994,54,,,Oviparous,Terrestrial,,0,1,1,0,0
Alopoglossus viridiceps,Sauria,Alopoglossidae,2014,6.41e+16,,,,Terrestrial,0,0,1,1,1,0
Amapasaurus tetradactylus,Sauria,Gymnophthalmidae,1970,36,2,Carnivorous,Oviparous,Terrestrial,1,0,0,0,0,0
Ameiva aggerecusans,Sauria,Teiidae,2013,993,,,,Terrestrial,0,0,1,1,1,0
Ameiva ameiva,Sauria,Teiidae,1758,210,8,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Ameiva atrigularis,Sauria,Teiidae,1887,190,,Carnivorous,Oviparous,Terrestrial,1,0,1,0,0,0
Ameiva bifrontata,Sauria,Teiidae,1862,128,2.05,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Ameiva concolor,Sauria,Teiidae,1924,128,,,,Terrestrial,0,0,1,1,1,0
Ameiva jacuba,Sauria,Teiidae,2013,106,,,Oviparous,Terrestrial,0,0,1,1,0,0
Ameiva nodam,Sauria,Teiidae,2013,101,,,,Terrestrial,0,0,1,1,1,0
Ameiva pantherina,Sauria,Teiidae,2011,152,,Carnivorous,Oviparous,Terrestrial,1,0,1,0,0,0
Ameiva parecis,Sauria,Teiidae,2003,90,1.64,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Ameiva praesignis,Sauria,Teiidae,1852,243,,Carnivorous,Oviparous,Terrestrial,1,0,1,0,0,0
Ameiva provitaae,Sauria,Teiidae,1995,135,,Carnivorous,,Terrestrial,1,0,1,0,1,0
Ameivula abalosi,Sauria,Teiidae,2012,7.16e+16,,,,Terrestrial,1,0,1,1,1,0
Ameivula cipoensis,Sauria,Teiidae,2014,713,,Carnivorous,,Terrestrial,1,0,1,0,1,0
Ameivula confusioniba,Sauria,Teiidae,2011,765,,Carnivorous,Oviparous,Terrestrial,1,0,1,0,0,0
Ameivula jalapensis,Sauria,Teiidae,2009,58,1,Carnivorous,Oviparous,Terrestrial,1,0,0,0,0,0
Ameivula mumbuca,Sauria,Teiidae,2003,59,1,Carnivorous,Oviparous,Terrestrial,1,0,0,0,0,0
Ameivula nativo,Sauria,Teiidae,1997,695,3.3,Carnivorous,Oviparous,Terrestrial,1,0,0,0,0,0
Ameivula nigrigula,Sauria,Teiidae,2011,901,2,Carnivorous,Oviparous,Terrestrial,1,0,0,0,0,0
Ameivula ocellifera,Sauria,Teiidae,1825,120,3.4,Carnivorous,Oviparous,Saxicolous&Terrestrial,0,0,0,0,0,0
Ameivula pyrrhogularis,Sauria,Teiidae,2013,89,,Carnivorous,Oviparous,Terrestrial,1,0,1,0,0,0
Ameivula xacriaba,Sauria,Teiidae,2014,702,,,,Terrestrial,1,0,1,1,1,0
Anadia altaserrania,Sauria,Gymnophthalmidae,1987,76,,,,Terrestrial,1,0,1,1,1,0
Anadia bitaeniata,Sauria,Gymnophthalmidae,1903,878,,Carnivorous,,Arboreal&Terrestrial,1,0,1,0,1,0
Anadia blakei,Sauria,Gymnophthalmidae,1932,91,,,,Arboreal,1,0,1,1,1,0
Anadia bogotensis,Sauria,Gymnophthalmidae,1863,6.74e+16,2,Carnivorous,Oviparous,Fossorial&Terrestrial,1,0,0,0,0,0
Anadia brevifrontalis,Sauria,Gymnophthalmidae,1903,992,2,Carnivorous,Oviparous,Saxicolous&Terrestrial,1,0,0,0,0,0
Anadia bumanguesa,Sauria,Gymnophthalmidae,2004,916,,Carnivorous,,,1,0,1,0,1,1
Anadia escalerae,Sauria,Gymnophthalmidae,2009,667,,,,Terrestrial,1,0,1,1,1,0
Anadia hobarti,Sauria,Gymnophthalmidae,1990,868,2,Carnivorous,Oviparous,Cryptic,1,0,0,0,0,0
Anadia marmorata,Sauria,Gymnophthalmidae,1846,949,,,,Arboreal,1,0,1,1,1,0
Anadia ocellata,Sauria,Gymnophthalmidae,1845,75,,Carnivorous,Oviparous,Arboreal,1,0,1,0,0,0
Anadia pamplonensis,Sauria,Gymnophthalmidae,1944,85,,,,,1,0,1,1,1,1
Anadia pariaensis,Sauria,Gymnophthalmidae,1999,87,,,,Arboreal,1,0,1,1,1,0
Anadia petersi,Sauria,Gymnophthalmidae,1974,743,,,Oviparous,,1,0,1,1,0,1
Anadia pulchella,Sauria,Gymnophthalmidae,1926,1059,,,,Arboreal,1,0,1,1,1,0
Anadia rhombifera,Sauria,Gymnophthalmidae,1859,698,,Carnivorous,Oviparous,Arboreal,1,0,1,0,0,0
Anadia steyeri,Sauria,Gymnophthalmidae,1914,82,,,,Terrestrial,1,0,1,1,1,0
Anadia vittata,Sauria,Gymnophthalmidae,1913,67,,Carnivorous,,Arboreal&Terrestrial,1,0,1,0,1,0
Anatololacerta anatolica,Sauria,Lacertidae,1900,75,,Carnivorous,Oviparous,Saxicolous,0,0,1,0,0,0
Anatololacerta danfordi,Sauria,Lacertidae,1876,75,,Carnivorous,,Saxicolous,0,0,1,0,1,0
Anatololacerta finikensis,Sauria,Lacertidae,1987,66,,Carnivorous,Oviparous,Saxicolous,,0,1,0,0,0
Anatololacerta pelasgiana,Sauria,Lacertidae,1959,67,,Carnivorous,Oviparous,Saxicolous,1,0,1,0,0,0
Andinosaura afrania,Sauria,Gymnophthalmidae,2010,846,,,,Fossorial&Terrestrial,,0,1,1,1,0
Andinosaura aurea,Sauria,Gymnophthalmidae,2012,574,,,,Arboreal&Terrestrial,,0,1,1,1,0
Andinosaura crypta,Sauria,Gymnophthalmidae,2011,69,,,,,,0,1,1,1,1
Andinosaura hyposticta,Sauria,Gymnophthalmidae,1902,82,,,,,,0,1,1,1,1
Andinosaura kiziriani,Sauria,Gymnophthalmidae,2012,6.61e+16,,,,Saxicolous,,0,1,1,1,0
Andinosaura laevis,Sauria,Gymnophthalmidae,1908,72,,,,Terrestrial,,0,1,1,1,0
Andinosaura oculata,Sauria,Gymnophthalmidae,1879,88,,,Oviparous,Arboreal&Terrestrial,,0,1,1,0,0
Andinosaura petrorum,Sauria,Gymnophthalmidae,1996,76,,,,,,0,1,1,1,1
Andinosaura stellae,Sauria,Gymnophthalmidae,2010,501,,,,Terrestrial,,0,1,1,1,0
Andinosaura vespertina,Sauria,Gymnophthalmidae,1996,68,2,,Oviparous,Terrestrial,,0,0,1,0,0
Andinosaura vieta,Sauria,Gymnophthalmidae,1996,52,,,,,,0,1,1,1,1
Anotosaura collaris,Sauria,Gymnophthalmidae,1933,50,,Carnivorous,Oviparous,Fossorial&Terrestrial,0,0,1,0,0,0
Anotosaura vanzolinia,Sauria,Gymnophthalmidae,1974,50,2,Carnivorous,Oviparous,Fossorial&Terrestrial,0,0,0,0,0,0
Apathya cappadocica,Sauria,Lacertidae,1902,859,,Carnivorous,Oviparous,Arboreal&Saxicolous,0,0,1,0,0,0
Apathya yassujica,Sauria,Lacertidae,2003,627,,Carnivorous,Oviparous,Saxicolous,0,0,1,0,0,0
Archaeolacerta bedriagae,Sauria,Lacertidae,1885,848,,Omnivorous,Oviparous,Saxicolous,0,0,1,0,0,0
Arthrosaura kockii,Sauria,Gymnophthalmidae,1904,71,,Carnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Arthrosaura montigena,Sauria,Gymnophthalmidae,2008,48,,,,Terrestrial,1,0,1,1,1,0
Arthrosaura reticulata,Sauria,Gymnophthalmidae,1881,71,2,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Arthrosaura synaptolepis,Sauria,Gymnophthalmidae,1992,51,,,,Terrestrial,1,0,1,1,1,0
Arthrosaura testigensis,Sauria,Gymnophthalmidae,1999,361,,,,,1,0,1,1,1,1
Arthrosaura tyleri,Sauria,Gymnophthalmidae,1931,47,,,,,1,0,1,1,1,1
Arthrosaura versteegii,Sauria,Gymnophthalmidae,1904,49,,,,Terrestrial,1,0,1,1,1,0
Aspidoscelis angusticeps,Sauria,Teiidae,1878,115,,Carnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Aspidoscelis burti,Sauria,Teiidae,1938,140,4.33,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Aspidoscelis calidipes,Sauria,Teiidae,1955,79,2.33,Carnivorous,Oviparous,Terrestrial,1,0,0,0,0,0
Aspidoscelis ceralbensis,Sauria,Teiidae,1921,95,,Omnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Aspidoscelis communis,Sauria,Teiidae,1878,152,6.6,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Aspidoscelis costatus,Sauria,Teiidae,1878,132,7.7,Carnivorous,Oviparous,Terrestrial,,0,0,0,0,0
Aspidoscelis cozumela,Sauria,Teiidae,1906,83,1.8,Carnivorous,Oviparous,Terrestrial,,0,0,0,0,0
Aspidoscelis danheimae,Sauria,Teiidae,1929,66,,Carnivorous,Oviparous,Terrestrial,1,0,1,0,0,0
Aspidoscelis deppii,Sauria,Teiidae,1834,93,3,Carnivorous,Oviparous,Terrestrial,,0,0,0,0,0
Aspidoscelis exsanguis,Sauria,Teiidae,1956,107,4.4,Carnivorous,Oviparous,Terrestrial,1,0,0,0,0,0
Aspidoscelis gularis,Sauria,Teiidae,1852,115,5.8,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Aspidoscelis guttatus,Sauria,Teiidae,1834,145,4.5,Carnivorous,Oviparous,Terrestrial,,0,0,0,0,0
Aspidoscelis hyperythrus,Sauria,Teiidae,1864,722,2.33,Carnivorous,Oviparous,Terrestrial,,0,0,0,0,0
Aspidoscelis inornatus,Sauria,Teiidae,1859,77,4.3,Carnivorous,Oviparous,Terrestrial,,0,0,0,0,0
Aspidoscelis labialis,Sauria,Teiidae,1890,63,2.8,Carnivorous,Oviparous,Terrestrial,1,0,0,0,0,0
Aspidoscelis laredoensis,Sauria,Teiidae,1973,90,4.2,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Aspidoscelis lineattissimus,Sauria,Teiidae,1878,112,4.8,Carnivorous,Oviparous,Terrestrial,,0,0,0,0,0
Aspidoscelis marmoratus,Sauria,Teiidae,1852,107,3.3,Carnivorous,Oviparous,Terrestrial,,0,0,0,0,0
Aspidoscelis martyris,Sauria,Teiidae,1891,80,1.29,Carnivorous,Oviparous,Saxicolous&Terrestrial,,0,0,0,0,0
Aspidoscelis maslini,Sauria,Teiidae,1969,742,,Carnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Aspidoscelis maximus,Sauria,Teiidae,1864,137,,Carnivorous,Oviparous,Terrestrial,,0,1,0,0,0
Aspidoscelis mexicanus,Sauria,Teiidae,1869,93,,,Oviparous,Terrestrial,,0,1,1,0,0
Aspidoscelis motaguae,Sauria,Teiidae,1941,145,2.5,Carnivorous,Oviparous,Terrestrial,1,0,0,0,0,0
Aspidoscelis neomexicanus,Sauria,Teiidae,1952,86,2.3,Carnivorous,Oviparous,Terrestrial,,0,0,0,0,0
Aspidoscelis neotesselatus,Sauria,Teiidae,1997,107,3.24,Carnivorous,Oviparous,Terrestrial,,0,0,0,0,0
Aspidoscelis opatae,Sauria,Teiidae,1967,71,2,,Oviparous,Terrestrial,1,0,0,1,0,0
Aspidoscelis pai,Sauria,Teiidae,1993,85,3.2,Carnivorous,Oviparous,Terrestrial,1,0,0,0,0,0
Aspidoscelis parvisocius,Sauria,Teiidae,1960,79,1.8,Carnivorous,Oviparous,Terrestrial,,0,0,0,0,0
Aspidoscelis pictus,Sauria,Teiidae,1921,71,,Carnivorous,,Terrestrial,,0,1,0,1,0
Aspidoscelis rodecki,Sauria,Teiidae,1962,76,2.4,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Aspidoscelis sackii,Sauria,Teiidae,1834,153,6.3,,Oviparous,Terrestrial,1,0,0,1,0,0
Aspidoscelis scalaris,Sauria,Teiidae,1892,125,3.32,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Aspidoscelis sexlineatus,Sauria,Teiidae,1766,91,5.3,Carnivorous,Oviparous,Terrestrial,,0,0,0,0,0
Aspidoscelis sonorae,Sauria,Teiidae,1964,101,4.1,Carnivorous,Oviparous,Terrestrial,1,0,0,0,0,0
Aspidoscelis stictogrammus,Sauria,Teiidae,1950,140,,Carnivorous,Oviparous,Terrestrial,,0,1,0,0,0
Aspidoscelis tesselatus,Sauria,Teiidae,1823,107,4.9,Carnivorous,Oviparous,Saxicolous&Terrestrial,,0,0,0,0,0
Aspidoscelis tigris,Sauria,Teiidae,1852,137,4.1,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Aspidoscelis uniparens,Sauria,Teiidae,1965,86,3.74,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Aspidoscelis velox,Sauria,Teiidae,1928,89,4,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Aspidoscelis xanthonotus,Sauria,Teiidae,1953,114,,Carnivorous,,Saxicolous,,0,1,0,1,0
Atlantolacerta andreanskyi,Sauria,Lacertidae,1929,55,2.1,Carnivorous,Oviparous,Saxicolous&Terrestrial,0,0,0,0,0,0
Aurivela longicauda,Sauria,Teiidae,1843,70,,Carnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Aurivela tergolaevigata,Sauria,Teiidae,2004,65,,Carnivorous,Oviparous,Terrestrial,1,0,1,0,0,0
Australolacerta australis,Sauria,Lacertidae,1926,70,,,Oviparous,Saxicolous,0,0,1,1,0,0
Bachia barbouri,Sauria,Gymnophthalmidae,1931,68,,,,,0,0,1,1,1,1
Bachia bicolor,Sauria,Gymnophthalmidae,1896,78,2,Carnivorous,Oviparous,Fossorial,0,0,0,0,0,0
Bachia bresslaui,Sauria,Gymnophthalmidae,1935,1042,2,Carnivorous,Oviparous,Fossorial&Terrestrial,0,0,0,0,0,0
Bachia cacerensis,Sauria,Gymnophthalmidae,1998,823,2,Carnivorous,Oviparous,Cryptic&Fossorial,1,0,0,0,0,0
Bachia didactyla,Sauria,Gymnophthalmidae,2011,886,2,,Oviparous,Fossorial&Terrestrial,1,0,0,1,0,0
